ID,Category,Question,Option A,Option B,Option C,Option D,Correct Answer
253,Game Statistics,How many net passing yards did the Chiefs have in the first half?,20,33,50,15,20
254,Game Statistics,How many rushing attempts did the Chiefs have in the first half?,3,5,7,10,3
255,Game Statistics,How many rushing yards did the Chiefs have in the first half?,3,10,20,5,3
256,Game Statistics,How many playoff games did the Eagles win in 2024-25?,3,2,4,1,3
257,Game Statistics,How many sacks did Josh Sweat have in Super Bowl LIX?,2.5,2,3,1.5,2.5
260,Game Statistics,How many passes did Jalen Hurts complete in Super Bowl LIX?,17,15,20,18,17
262,Team Victories & Streaks,How long was the Eagles' winning streak in 2024?,8 games,7 games,9 games,6 games,8 games
263,Team Victories & Streaks,Who broke the Eagles' winning streak?,Washington Commanders,Dallas Cowboys,Pittsburgh Steelers,New York Giants,Washington Commanders
268,Team Victories & Streaks,Which team won more playoff games: Chiefs or Bills?,Chiefs,Bills,Tied,Eagles,Chiefs
271,Player Contracts & Deals,Who was the franchise tag for the Kansas City Chiefs in 2025?,Trey Smith,Travis Kelce,Patrick Mahomes,Hollywood Brown,Trey Smith
272,Player Contracts & Deals,How many years was Trey Smith's deal with the Chiefs before franchise tag?,1,2,3,4,1
273,Player Contracts & Deals,Who won the most expensive defensive contract in 2025?,Aaron Banks,Nate Hobbs,D.J. Reed,Others,Aaron Banks
274,Player Contracts & Deals,How many years was Aaron Banks' Green Bay contract?,4,3,5,6,4
275,Player Contracts & Deals,What was the value of Aaron Banks' contract?,$77 million,$75 million,$80 million,$70 million,$77 million
277,Player Contracts & Deals,How many years was D.J. Reed's contract?,3,2,4,5,3
278,Player Contracts & Deals,What was the value of D.J. Reed's contract?,$48 million,$45 million,$50 million,$40 million,$48 million
280,Player Contracts & Deals,How many years was Mekhi Becton's contract?,2,1,3,4,2
283,Notable Performances,How many receiving yards did Marvin Harrison Jr. have in 2024?,993,900,"1,050",850,993
284,Notable Performances,How many receiving touchdowns did Marvin Harrison Jr. have in 2024?,8,10,6,12,8
286,Notable Performances,How many receiving yards did Brian Thomas Jr. have in 2024?,"1,282","1,100","1,400","1,000","1,282"
287,Notable Performances,How many receiving touchdowns did Brian Thomas Jr. have in 2024?,10,8,12,6,10
288,Notable Performances,Did Shedeur Sanders play well in his rookie season?,Didn't play,Was drafted later,Struggled,Great,Didn't play
291,Coaching Performance,How long has Andy Reid been coaching the Chiefs?,6+ years,5 years,4 years,3 years,6+ years
292,Coaching Performance,How many Super Bowls has Andy Reid won with the Chiefs?,3,2,4,1,3
294,Coaching Performance,Who is currently coaching the Philadelphia Eagles?,Jonathan Gannon,Nick Sirianni,Doug Pederson,Jim Schwartz,Jonathan Gannon
296,Coaching Performance,Who is the Lions' head coach?,Dan Campbell,Jim Schwartz,Barry Sanders,Matthew Millen,Dan Campbell
299,Coaching Performance,Who is the Ravens' current head coach?,John Harbaugh,Brian Billick,Rex Ryan,Jim Schwartz,John Harbaugh
300,Coaching Performance,How long has John Harbaugh been with the Ravens?,16+ years,15 years,14 years,10 years,16+ years
302,Offensive Weapons,Who is Josh Allen's primary receiver?,Stefon Diggs,Gabe Davis,Dawand Jones,Cole Beasley,Stefon Diggs
303,Offensive Weapons,How many All-Pro selections does Stefon Diggs have?,4,3,5,2,4
306,Offensive Weapons,Who is Mahomes' primary target?,Travis Kelce,Hollywood Brown,JuJu Smith-Schuster,Xavier Worthy,Travis Kelce
308,Offensive Weapons,Who is Lamar Jackson's top receiver?,Mark Andrews,Rashod Bateman,Odell Beckham,Others,Mark Andrews
311,Defensive Excellence,What was the Eagles' defensive coordinator in 2024?,Vic Fangio,Leslie Frazier,Kris Richard,Others,Vic Fangio
312,Defensive Excellence,What was Vic Fangio's record against Patrick Mahomes before Super Bowl LIX?,0-8,1-7,2-6,0-9,0-8
314,Defensive Excellence,How many four-man pass rushes did the Eagles have in Super Bowl LIX?,Mostly,Some,Few,None,Mostly
316,Defensive Excellence,How many interceptions did the Eagles have in Super Bowl LIX?,2,1,3,0,2
317,Defensive Excellence,How many fumbles did Mahomes have in Super Bowl LIX?,1,0,2,3,1
319,Defensive Excellence,Who was the Eagles' pass rush leader in 2024?,Josh Sweat,Milton Williams,Brandon Graham,Derek Barnett,Josh Sweat
323,Individual Records & Milestones,How far was Barkley from breaking the single-season rushing record?,100 yards,50 yards,200 yards,25 yards,100 yards
324,Individual Records & Milestones,Who holds the single-season rushing record?,Eric Dickerson,Barry Sanders,Terrell Davis,Saquon Barkley,Eric Dickerson
326,Individual Records & Milestones,How many receptions did Brock Bowers need to tie the record?,Already tied,3,1,5,Already tied
327,Individual Records & Milestones,Who had more rookies receptions than Brock Bowers?,"Amon-Ra St. Brown, Ja'Marr Chase",Others,Nobody,Few,"Amon-Ra St. Brown, Ja'Marr Chase"
332,Fan Favorites & Highlights,What did Cooper DeJean do on his birthday in Super Bowl LIX?,Returned INT for TD,Got sack,Fumble recovery,Interception,Returned INT for TD
334,Fan Favorites & Highlights,How many yards was DeJean's interception return?,38,30,40,35,38
336,Fan Favorites & Highlights,How long was DeVonta Smith's touchdown pass?,46 yards,40 yards,50 yards,35 yards,46 yards
337,Fan Favorites & Highlights,Where was DeVonta Smith from?,Louisiana,Texas,Florida,Georgia,Louisiana
344,Future Outlook,Will the Eagles defend their Super Bowl title?,Possible,Unlikely,Very likely,Too early,Possible
346,Future Outlook,Will Jayden Daniels be a perennial MVP candidate?,Possible,Unlikely,Too early,Depends,Possible
348,Future Outlook,Will Jared Verse be a Pro Bowler in his second year?,Possible,Unlikely,Likely,Too early,Possible
358,2025 Offseason Moves,What NFL dynasty exists currently?,Kansas City Chiefs,New England Patriots,Green Bay Packers,49ers,Kansas City Chiefs
359,2025 Offseason Moves,How many Super Bowls have the Chiefs won recently?,3,2,4,1,3
361,Player Achievements,How many rushing yards did Barry Sanders accumulate in his career?,"15,269","16,726","14,580","15,000","15,269"
362,Player Achievements,"How many 1,000-yard rushing seasons did Barry Sanders have?",10,9,8,7,10
363,Player Achievements,"How many consecutive 1,000-yard seasons did Barry Sanders have?",5,6,4,7,5
364,Player Achievements,How many Pro Bowls did Barry Sanders make?,10,9,8,11,10
366,Player Achievements,How many rushing yards did Barry Sanders have in 1997?,"2,053","1,883","1,700","2,100","2,053"
367,Player Achievements,How many rushing yards did Barry Sanders have in 1994?,"1,883","1,700","1,500","2,000","1,883"
368,Player Achievements,In what year did Barry Sanders share the MVP?,1997,1994,1996,1995,1997
369,Player Achievements,Who shared the 1997 MVP with Barry Sanders?,Brett Favre,John Elway,Dan Marino,Steve Young,Brett Favre
370,Player Achievements,How many rushing touchdowns did Barry Sanders have in his career?,99,110,90,100,99
371,Conference Standings,Did the AFC or NFC have a stronger 2024 season?,NFC,AFC,Tied,Close,NFC
372,Conference Standings,How many of the top 4 seeds were in the NFC?,2,3,4,1,2
373,Conference Standings,Which division was strongest in 2024?,NFC North,AFC West,NFC East,AFC North,NFC North
374,Conference Standings,How many wins did the NFC North have in 2024?,45,43,48,40,45
378,Conference Standings,Which NFC division was weakest?,NFC South,NFC West,NFC East,NFC North,NFC South
380,Conference Standings,How many playoff teams were in the NFC South?,1,2,3,0,1
382,Special Teams & Other Stats,Who holds the combined rushing record?,Terrell Davis,Barry Sanders,Saquon Barkley,Eric Dickerson,Terrell Davis
383,Special Teams & Other Stats,How many rushing yards did Terrell Davis have in 1998 (regular + playoffs)?,"2,476","2,400","2,500","2,350","2,476"
384,Special Teams & Other Stats,How close did Saquon Barkley come to breaking the record?,Very close,Far,Matched,Exceeded,Very close
386,Special Teams & Other Stats,Against which team did the Eagles rest starters?,New York Giants,Washington Commanders,Dallas Cowboys,Pittsburgh Steelers,New York Giants
388,Special Teams & Other Stats,In what year did Eric Dickerson set the single-season rushing record?,1984,1985,1983,1986,1984
389,Special Teams & Other Stats,How many rushing yards did Eric Dickerson have in his record season?,"2,105","2,050","2,150","2,000","2,105"
390,Special Teams & Other Stats,What team was Eric Dickerson playing for?,Los Angeles Rams,Dallas Cowboys,Washington Commanders,New York Giants,Los Angeles Rams
391,Trivia & Fun Facts,How many times has Joe Namath won a Super Bowl?,1,2,0,3,1
392,Trivia & Fun Facts,How many times has Joe Montana won a Super Bowl?,4,3,5,2,4
394,Trivia & Fun Facts,How many times did Tom Brady and Joe Montana's Super Bowl wins overlap?,Never,Once,Multiple,Not applicable,Never
396,Trivia & Fun Facts,Which QBs accomplished this before Hurts?,Namath & Montana,Brady & Mahomes,Bradshaw & Staubach,Others,Namath & Montana
398,Trivia & Fun Facts,Which college did Jalen Hurts attend?,Oklahoma & Alabama,Texas & Alabama,Ohio State & Texas,LSU & Texas,Oklahoma & Alabama
400,Trivia & Fun Facts,What conference did Jalen Hurts play in college?,Big 12 & SEC,Pac-12 & SEC,Big Ten & SEC,ACC & SEC,Big 12 & SEC
401,Notable Draft Picks,Who was the #1 overall pick in the 2024 NFL Draft?,Caleb Williams,Jayden Daniels,Drake Maye,Michael Penix Jr.,Caleb Williams
402,Notable Draft Picks,Which college did Caleb Williams attend?,USC,Oklahoma,Texas,LSU,USC
404,Notable Draft Picks,Who was the #2 overall pick in the 2024 NFL Draft?,Jayden Daniels,Drake Maye,Michael Penix Jr.,Rome Odunze,Jayden Daniels
405,Notable Draft Picks,Who was the #3 overall pick in the 2024 NFL Draft?,Drake Maye,Michael Penix Jr.,Rome Odunze,Latu Laiatu,Drake Maye
408,Notable Draft Picks,Who was the #4 overall pick in the 2024 NFL Draft?,Michael Penix Jr.,Rome Odunze,Laiatu Laiatu,Byron Murphy,Michael Penix Jr.
410,Notable Draft Picks,How many quarterbacks were selected in the first round of 2024?,5,4,6,3,5
411,Statistical Leaders Continued,Who led the NFL in sacks in 2024?,Trey Hendrickson,Myles Garrett,T.J. Watt,Aaron Donald,Trey Hendrickson
412,Statistical Leaders Continued,Who led the NFL in tackles in 2024?,Roquan Smith,Fred Warner,Lavonte David,Bobby Wagner,Roquan Smith
413,Statistical Leaders Continued,Who led the NFL in interceptions in 2024?,Patrick Surtain II,Sauce Gardner,Jalen Mills,Stephon Gilmore,Patrick Surtain II
414,Statistical Leaders Continued,Who led the NFL in forced fumbles in 2024?,Multiple players,TJ Watt,Aaron Donald,Chris Jones,Multiple players
415,Statistical Leaders Continued,Which position led the NFL in MVP voting categories?,Quarterback,Running Back,Linebacker,Cornerback,Quarterback
418,Statistical Leaders Continued,What position has won the most DPOY awards?,Linebacker,Defensive End,Defensive Tackle,Cornerback,Linebacker
419,Statistical Leaders Continued,How many times have linebackers won DPOY?,17,15,20,12,17
420,Statistical Leaders Continued,How many times have defensive ends won DPOY?,15,17,12,20,15
423,Playoff Seeding Analysis,Who beat the #1 seed Lions?,Washington Commanders,Tampa Bay Buccaneers,Philadelphia Eagles,New Orleans Saints,Washington Commanders
429,Playoff Seeding Analysis,Was the AFC weak or strong in 2024?,Strong,Weak,Average,Mixed,Strong
430,Playoff Seeding Analysis,Was the NFC weak or strong in 2024?,Strong,Weak,Average,Mixed,Strong
452,Franchise Records & Milestones,How many Super Bowls have the Eagles won total?,2,1,3,0,2
453,Franchise Records & Milestones,In what year did the Eagles win their first Super Bowl?,2017,2018,2015,2016,2017
454,Franchise Records & Milestones,How many championships do the Eagles have (including pre-Super Bowl era)?,5,4,3,2,5
456,Franchise Records & Milestones,Who did the Eagles beat in Super Bowl LII?,New England Patriots,Atlanta Falcons,Kansas City Chiefs,San Francisco 49ers,New England Patriots
457,Franchise Records & Milestones,What was the score of Super Bowl LII?,41-33,38-33,36-33,45-30,41-33
458,Franchise Records & Milestones,Who was the MVP of Super Bowl LII?,Nick Foles,Carson Wentz,Corey Clement,Jay Ajayi,Nick Foles
459,Franchise Records & Milestones,How many playoff appearances have the Eagles had?,15+,12,10,8,15+
461,Competitive Balance,How many different conference winners were there across different divisions?,8,7,6,9,8
471,Media & Broadcasting,Which network broadcast Super Bowl LIX?,CBS,NBC,Fox,ESPN,CBS
473,Media & Broadcasting,Which network broadcasts most NFL games?,CBS/Fox,NBC,ESPN,All equally,CBS/Fox
475,Media & Broadcasting,Which network has Thursday Night Football?,Amazon Prime,ESPN,Fox,NBC,Amazon Prime
486,Rule Changes & Officiating,What is the hip drop tackle rule?,Safer tackle method,Illegal now,Flagged sometimes,New rule,Safer tackle method
488,Rule Changes & Officiating,How many officials are on the field?,7,6,8,5,7
492,Youth & Rookie Development,Who were the top rookie performers in 2024?,"Daniels, Bowers, Verse","Williams, Robinson, Jackson",All above,Others,"Daniels, Bowers, Verse"
493,Youth & Rookie Development,How many quarterbacks had rookie years in 2024?,Multiple,5,3,7,Multiple
501,Super Bowl LIV 2020,What was the final score of Super Bowl LIV?,"Chiefs 31, 49ers 20","Chiefs 28, 49ers 24","Chiefs 35, 49ers 17","Chiefs 25, 49ers 22","Chiefs 31, 49ers 20"
502,Super Bowl LIV 2020,Who was the Super Bowl LIV MVP?,Patrick Mahomes,Travis Kelce,Damien Williams,Mecole Hardman,Patrick Mahomes
503,Super Bowl LIV 2020,How many passing touchdowns did Patrick Mahomes have in Super Bowl LIV?,2,1,3,4,2
504,Super Bowl LIV 2020,How many rushing touchdowns did Patrick Mahomes have in Super Bowl LIV?,1,2,0,3,1
506,Super Bowl LIV 2020,How many points behind were the Chiefs at halftime of Super Bowl LIV?,10 points,7 points,3 points,14 points,10 points
507,Super Bowl LIV 2020,Was this the Chiefs' first Super Bowl win in how many years?,50 years,40 years,30 years,20 years,50 years
508,Super Bowl LIV 2020,Where was Super Bowl LIV played?,Miami,Atlanta,Tampa,Phoenix,Miami
509,Super Bowl LIV 2020,What was Patrick Mahomes' age at Super Bowl LIV?,24,23,25,26,24
511,Super Bowl LV 2021,What was the final score of Super Bowl LV?,"Buccaneers 31, Chiefs 9","Buccaneers 28, Chiefs 10","Buccaneers 35, Chiefs 14","Buccaneers 25, Chiefs 3","Buccaneers 31, Chiefs 9"
512,Super Bowl LV 2021,Who won Super Bowl LV?,Tampa Bay Buccaneers,Kansas City Chiefs,San Francisco 49ers,Buffalo Bills,Tampa Bay Buccaneers
513,Super Bowl LV 2021,Who was the MVP of Super Bowl LV?,Tom Brady,Leonard Fournette,Antonio Brown,Rob Gronkowski,Tom Brady
514,Super Bowl LV 2021,How many Super Bowl wins does Tom Brady have total?,7,6,5,8,7
515,Super Bowl LV 2021,Which team was Tom Brady's first Super Bowl win with?,New England Patriots,Tampa Bay Buccaneers,San Francisco 49ers,Detroit Lions,New England Patriots
516,Super Bowl LV 2021,How many interceptions did Patrick Mahomes throw in Super Bowl LV?,2,1,3,0,2
517,Super Bowl LV 2021,How many interceptions did the Buccaneers get in Super Bowl LV?,2,3,1,4,2
519,Super Bowl LV 2021,How many touchdowns did Tom Brady throw in Super Bowl LV?,3,2,4,1,3
521,Super Bowl LVI 2022,What was the final score of Super Bowl LVI?,"Rams 23, Bengals 20","Rams 25, Bengals 22","Rams 27, Bengals 24","Rams 21, Bengals 17","Rams 23, Bengals 20"
522,Super Bowl LVI 2022,Who was the MVP of Super Bowl LVI?,Cooper Kupp,Matthew Stafford,Aaron Donald,Jalen Ramsey,Cooper Kupp
523,Super Bowl LVI 2022,When did Cooper Kupp score the game-winning touchdown?,1:25 left,2:00 left,1:00 left,1:50 left,1:25 left
524,Super Bowl LVI 2022,How many yards was Cooper Kupp's game-winning touchdown?,1 yard,3 yards,5 yards,7 yards,1 yard
526,Super Bowl LVI 2022,What is the name of the Rams' home stadium?,SoFi Stadium,Crypto.com Arena,Inglewood Stadium,LA Coliseum,SoFi Stadium
527,Super Bowl LVI 2022,How many Super Bowls have the Rams won?,2,1,3,0,2
528,Super Bowl LVI 2022,When did the Rams win their first Super Bowl?,1999,2000,1998,2001,1999
531,Super Bowl LVII 2023,What was the final score of Super Bowl LVII?,"Chiefs 38, Eagles 35","Chiefs 35, Eagles 32","Chiefs 40, Eagles 37","Chiefs 36, Eagles 33","Chiefs 38, Eagles 35"
532,Super Bowl LVII 2023,Who kicked the game-winning field goal in Super Bowl LVII?,Harrison Butker,Jake Elliott,Matt Gay,Greg Joseph,Harrison Butker
533,Super Bowl LVII 2023,What was the distance of the game-winning field goal?,27 yards,25 yards,30 yards,22 yards,27 yards
534,Super Bowl LVII 2023,Who was the MVP of Super Bowl LVII?,Patrick Mahomes,Jalen Hurts,Travis Kelce,A.J. Brown,Patrick Mahomes
537,Super Bowl LVII 2023,How many passing touchdowns did Patrick Mahomes have in Super Bowl LVII?,2,3,1,4,2
538,Super Bowl LVII 2023,How many passing touchdowns did Jalen Hurts have in Super Bowl LVII?,3,2,4,1,3
539,Super Bowl LVII 2023,Where was Super Bowl LVII played?,Phoenix,Tampa,Las Vegas,Miami,Phoenix
540,Super Bowl LVII 2023,How many consecutive Super Bowls has Patrick Mahomes been in?,3,2,4,1,3
541,Super Bowl LVIII 2024,What was the final score of Super Bowl LVIII?,"Chiefs 25, 49ers 22","Chiefs 28, 49ers 25","Chiefs 23, 49ers 20","Chiefs 30, 49ers 27","Chiefs 25, 49ers 22"
543,Super Bowl LVIII 2024,Who won Super Bowl LVIII?,Kansas City Chiefs,San Francisco 49ers,Buffalo Bills,Detroit Lions,Kansas City Chiefs
544,Super Bowl LVIII 2024,Who was the MVP of Super Bowl LVIII?,Patrick Mahomes,Travis Kelce,Jerick McKinnon,Christian McCaffrey,Patrick Mahomes
545,Super Bowl LVIII 2024,How many Super Bowl wins does Patrick Mahomes have?,3,2,4,1,3
547,Super Bowl LVIII 2024,Who were the 2004 back-to-back champions?,New England Patriots,New York Giants,Green Bay Packers,Dallas Cowboys,New England Patriots
548,Super Bowl LVIII 2024,How many Super Bowl championships does the Kansas City Chiefs franchise have?,4,3,5,2,4
550,Super Bowl LVIII 2024,Where was Super Bowl LVIII played?,Las Vegas,New Orleans,Miami,Phoenix,Las Vegas
551,2020 NFL Season,What was Aaron Rodgers' MVP year?,2020,2019,2021,2018,2020
552,2020 NFL Season,How many passing touchdowns did Aaron Rodgers have in 2020?,48,45,42,50,48
553,2020 NFL Season,How many interceptions did Aaron Rodgers throw in 2020?,5,7,3,10,5
554,2020 NFL Season,What was Aaron Rodgers' passer rating in 2020?,121.5,119.0,123.0,118.5,121.5
555,2020 NFL Season,What was Aaron Rodgers' completion percentage in 2020?,70.7%,68.5%,72.3%,69.1%,70.7%
556,2020 NFL Season,How many passing yards did Aaron Rodgers have in 2020?,"4,299","4,000","4,500","4,150","4,299"
557,2020 NFL Season,What was Aaron Rodgers' age in 2020?,37,36,38,35,37
559,2020 NFL Season,What is Aaron Rodgers' highest passer rating season?,122.5 in 2011,121.5 in 2020,120.5 in 2014,119.5 in 2019,122.5 in 2011
562,2021 NFL Season,Who won the 2021 NFL MVP?,Aaron Rodgers,Tom Brady,Josh Allen,Patrick Mahomes,Aaron Rodgers
563,2021 NFL Season,How many passing yards did Tom Brady have in 2021?,"5,316","4,500","4,900","5,100","5,316"
565,2021 NFL Season,How many touchdowns did Tom Brady throw in 2021?,43,40,45,38,43
566,2021 NFL Season,How many interceptions did Tom Brady throw in 2021?,12,10,14,8,12
570,2021 NFL Season,How many pass attempts did Tom Brady have in 2021?,719,700,650,750,719
571,2022 NFL Season,Who won the 2022 NFL MVP?,Patrick Mahomes,Josh Allen,Jalen Hurts,Lamar Jackson,Patrick Mahomes
572,2022 NFL Season,How many passing yards did Patrick Mahomes have in 2022?,"5,250","5,000","5,500","4,900","5,250"
573,2022 NFL Season,How many passing touchdowns did Patrick Mahomes have in 2022?,41,40,43,38,41
574,2022 NFL Season,How many interceptions did Patrick Mahomes throw in 2022?,12,10,14,8,12
575,2022 NFL Season,What was Patrick Mahomes' passer rating in 2022?,105.2,103.0,107.5,101.5,105.2
578,2022 NFL Season,How many Super Bowl titles did the Chiefs win through 2022?,3,2,4,1,3
579,2022 NFL Season,What was the Chiefs' record in 2022?,14-3,13-4,15-2,12-5,14-3
581,2023 NFL Season MVP,Who won the 2023 NFL MVP?,Lamar Jackson,Christian McCaffrey,Jalen Hurts,Patrick Mahomes,Lamar Jackson
582,2023 NFL Season MVP,How many MVP votes did Lamar Jackson get in 2023?,49 of 50,48 of 50,50 of 50,47 of 50,49 of 50
583,2023 NFL Season MVP,Who got the one first-place MVP vote instead of Lamar Jackson?,Josh Allen,Christian McCaffrey,Jalen Hurts,Patrick Mahomes,Josh Allen
584,2023 NFL Season MVP,How many passing yards did Lamar Jackson have in 2023?,"4,280","4,000","4,500","3,900","4,280"
585,2023 NFL Season MVP,How many passing touchdowns did Lamar Jackson have in 2023?,31,28,35,25,31
586,2023 NFL Season MVP,How many interceptions did Lamar Jackson throw in 2023?,11,8,14,6,11
588,2023 NFL Season MVP,How many MVP awards does Lamar Jackson have?,3,2,4,1,3
590,2023 NFL Season MVP,What was Lamar Jackson's passer rating in 2023?,117.0,115.0,119.0,113.5,117.0
591,2023 Season Awards,Who won the 2023 Offensive Player of the Year?,Christian McCaffrey,Lamar Jackson,Jalen Hurts,Josh Allen,Christian McCaffrey
592,2023 Season Awards,How many rushing yards did Christian McCaffrey have in 2023?,"1,459","1,300","1,600","1,200","1,459"
593,2023 Season Awards,How many receiving yards did Christian McCaffrey have in 2023?,564,450,650,400,564
594,2023 Season Awards,How many total rushing and receiving touchdowns did Christian McCaffrey have in 2023?,21,18,24,15,21
596,2023 Season Awards,What record did Christian McCaffrey tie?,Lenny Moore's TD streak,Jerry Rice's receptions,Barry Sanders' rushing,Emmitt Smith's total yards,Lenny Moore's TD streak
597,2023 Season Awards,How many Heisman Trophy winners have won multiple MVPs?,2,1,3,4,2
598,2023 Season Awards,What was Christian McCaffrey's average yards per carry in 2023?,5.4,5.0,5.8,4.9,5.4
600,2023 Season Awards,What position did Christian McCaffrey play in 2023?,Running Back,Wide Receiver,Tight End,Full Back,Running Back
601,Tom Brady Career Stats,How many career passing yards does Tom Brady have?,"89,214","85,000","92,000","80,000","89,214"
602,Tom Brady Career Stats,How many career touchdown passes does Tom Brady have?,649,600,700,550,649
603,Tom Brady Career Stats,How many career games did Tom Brady start?,316,300,330,285,316
604,Tom Brady Career Stats,How many career interceptions did Tom Brady throw?,171,150,190,140,171
605,Tom Brady Career Stats,In what year did Tom Brady retire for the first time?,2022,2021,2023,2020,2022
607,Tom Brady Career Stats,When did Tom Brady make his final retirement announcement?,February 2023,January 2023,March 2023,December 2022,February 2023
608,Tom Brady Career Stats,How many consecutive Super Bowls did Brady play in?,9,8,10,7,9
609,Tom Brady Career Stats,How many All-Pro selections does Tom Brady have?,15,12,18,10,15
610,Tom Brady Career Stats,How many Pro Bowls did Tom Brady make?,15,14,16,13,15
611,Patrick Mahomes Career,How many Pro Bowls has Patrick Mahomes made through 2024?,6,5,7,4,6
612,Patrick Mahomes Career,How many MVP awards does Patrick Mahomes have?,3,2,4,1,3
613,Patrick Mahomes Career,How many Super Bowl MVP awards does Patrick Mahomes have?,3,2,4,1,3
614,Patrick Mahomes Career,In what year was Patrick Mahomes drafted?,2017,2016,2018,2015,2017
615,Patrick Mahomes Career,What overall pick was Patrick Mahomes?,10th,15th,5th,20th,10th
616,Patrick Mahomes Career,Which college did Patrick Mahomes attend?,Texas Tech,Oklahoma,Texas,Kansas State,Texas Tech
618,Patrick Mahomes Career,What was Patrick Mahomes' father's profession?,MLB pitcher,NFL player,Coach,Athletic director,MLB pitcher
619,Patrick Mahomes Career,How many passing yards has Patrick Mahomes accumulated through 2024?,"35,000+","30,000","40,000","25,000","35,000+"
621,Lamar Jackson Career,In what year was Lamar Jackson drafted?,2018,2017,2019,2016,2018
622,Lamar Jackson Career,What overall pick was Lamar Jackson?,32nd,25th,50th,10th,32nd
623,Lamar Jackson Career,Which college did Lamar Jackson attend?,Louisville,LSU,Alabama,Clemson,Louisville
625,Lamar Jackson Career,In what year did Lamar Jackson win the Heisman?,2016,2017,2015,2018,2016
626,Lamar Jackson Career,How many rushing yards did Lamar Jackson have in 2023?,821,700,900,600,821
627,Lamar Jackson Career,How many rushing touchdowns did Lamar Jackson have in 2023?,5,3,7,4,5
629,Lamar Jackson Career,How many Pro Bowls has Lamar Jackson made?,5,4,6,3,5
630,Lamar Jackson Career,How many All-Pro selections does Lamar Jackson have?,4,3,5,2,4
631,Christian McCaffrey Career,Which team drafted Christian McCaffrey?,Carolina Panthers,San Francisco 49ers,Arizona Cardinals,Denver Broncos,Carolina Panthers
632,Christian McCaffrey Career,When was Christian McCaffrey drafted?,2017,2018,2016,2019,2017
633,Christian McCaffrey Career,What overall pick was Christian McCaffrey?,8th,5th,10th,1st,8th
635,Christian McCaffrey Career,Which team did Christian McCaffrey get traded to?,San Francisco 49ers,Miami Dolphins,Buffalo Bills,Los Angeles Rams,San Francisco 49ers
636,Christian McCaffrey Career,In what year was Christian McCaffrey traded?,2020,2019,2021,2022,2020
638,Christian McCaffrey Career,How many total yards did Christian McCaffrey have in Super Bowl LVIII?,160,140,180,120,160
640,Christian McCaffrey Career,How many rushing yards did Christian McCaffrey have in 2022?,"1,139","1,000","1,300",900,"1,139"
641,Tyreek Hill Career,Which team drafted Tyreek Hill?,Kansas City Chiefs,Miami Dolphins,Buffalo Bills,Tampa Bay,Kansas City Chiefs
642,Tyreek Hill Career,In what year was Tyreek Hill drafted?,2016,2015,2017,2014,2016
643,Tyreek Hill Career,What overall pick was Tyreek Hill?,125th,100th,150th,75th,125th
645,Tyreek Hill Career,Which team did Tyreek Hill get traded to?,Miami Dolphins,Buffalo Bills,New York Jets,Los Angeles Rams,Miami Dolphins
646,Tyreek Hill Career,In what year was Tyreek Hill traded?,2022,2021,2023,2020,2022
647,Tyreek Hill Career,How many receiving yards did Tyreek Hill have in his first year with the Dolphins?,"1,799","1,700","1,900","1,600","1,799"
649,Tyreek Hill Career,How many Pro Bowls has Tyreek Hill made?,7,6,8,5,7
650,Tyreek Hill Career,How many All-Pro selections does Tyreek Hill have?,5,4,6,3,5
651,Aaron Rodgers Career Continued,How many MVP awards does Aaron Rodgers have?,4,3,5,2,4
652,Aaron Rodgers Career Continued,In what years did Aaron Rodgers win MVP?,"2011, 2014, 2020, 2021","2010, 2013, 2019, 2020","2012, 2015, 2021, 2022",Others,"2011, 2014, 2020, 2021"
654,Aaron Rodgers Career Continued,How many Super Bowls has Aaron Rodgers won?,1,2,3,0,1
655,Aaron Rodgers Career Continued,In what year did Aaron Rodgers win his Super Bowl?,2011,2010,2012,2009,2011
656,Aaron Rodgers Career Continued,Which college did Aaron Rodgers attend?,University of California,University of Arizona,Stanford,Oregon,University of California
657,Aaron Rodgers Career Continued,When was Aaron Rodgers drafted?,2005,2004,2006,2003,2005
658,Aaron Rodgers Career Continued,What overall pick was Aaron Rodgers?,1st,5th,10th,15th,1st
659,Aaron Rodgers Career Continued,How many Pro Bowls has Aaron Rodgers made?,9,8,10,7,9
660,Aaron Rodgers Career Continued,How many All-Pro selections does Aaron Rodgers have?,9,8,10,7,9
661,2020-2023 Draft Highlights,Who was the 1st overall pick in the 2021 NFL Draft?,Trevor Lawrence,Zach Wilson,Trey Lance,Justin Fields,Trevor Lawrence
662,2020-2023 Draft Highlights,Who was the 1st overall pick in the 2022 NFL Draft?,Travon Walker,Aidan Hutchinson,Ikem Ekwonu,Sauce Gardner,Travon Walker
663,2020-2023 Draft Highlights,Who was the 1st overall pick in the 2023 NFL Draft?,Will Anderson,Bryce Young,C.J. Stroud,Anthony Richardson,Will Anderson
665,2020-2023 Draft Highlights,Where was Bryce Young selected in 2023?,2nd overall,1st overall,3rd overall,5th overall,2nd overall
667,2020-2023 Draft Highlights,Where was C.J. Stroud selected in 2023?,3rd overall,2nd overall,1st overall,5th overall,3rd overall
669,2020-2023 Draft Highlights,Where was Anthony Richardson selected in 2023?,4th overall,3rd overall,5th overall,1st overall,4th overall
672,2020-2023 Season Records,What was the Kansas City Chiefs' record in 2020?,14-2,13-3,15-1,12-4,14-2
