ID,Category,Question,Option A,Option B,Option C,Option D,Correct Answer
741,Hall of Fame & Awards 2020-2023,Did Peyton Manning get inducted into the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
742,Hall of Fame & Awards 2020-2023,In what year was Peyton Manning inducted?,2023,2022,2024,2021,2023
743,Hall of Fame & Awards 2020-2023,How many Pro Bowls did Peyton Manning make?,14,13,15,12,14
744,Hall of Fame & Awards 2020-2023,How many Super Bowls did Peyton Manning win?,2,1,3,0,2
745,Hall of Fame & Awards 2020-2023,Did John Elway get inducted into the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
746,Hall of Fame & Awards 2020-2023,In what year was John Elway inducted?,2004,2005,2003,2002,2004
747,Hall of Fame & Awards 2020-2023,How many Super Bowls did John Elway win?,2,1,3,0,2
748,Hall of Fame & Awards 2020-2023,Did Dan Marino ever win a Super Bowl?,No,Yes,Once,Twice,No
749,Hall of Fame & Awards 2020-2023,Is Dan Marino in the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
750,Hall of Fame & Awards 2020-2023,In what year was Dan Marino inducted?,2005,2004,2006,2003,2005
751,Offensive Legends 2020-2023,How many times did Davante Adams lead the league in receiving yards?,2,1,3,4,2
752,Offensive Legends 2020-2023,Did Robert Woods have a strong 2020 season?,Yes,No,Injured,Traded,Yes
753,Offensive Legends 2020-2023,How many receiving yards did Travis Kelce have in 2020?,"1,229","1,100","1,350","1,000","1,229"
754,Offensive Legends 2020-2023,How many receiving touchdowns did Travis Kelce have in 2020?,11,10,13,9,11
755,Offensive Legends 2020-2023,Did Mike Evans lead the league in receiving yards in 2020?,No,Yes,Second place,Close,No
756,Offensive Legends 2020-2023,How many receiving yards did Mike Evans have in 2020?,"1,006",950,"1,100",850,"1,006"
757,Offensive Legends 2020-2023,Did Rob Gronkowski catch passes in 2020?,Yes,No,Injured,Retired,No
758,Offensive Legends 2020-2023,Did Rob Gronkowski return to play with Tampa Bay?,Yes,No,2021,2022,Yes
759,Offensive Legends 2020-2023,In what year did Gronkowski return?,2021,2020,2022,2023,2021
760,Offensive Legends 2020-2023,How many receiving touchdowns did Gronkowski have in 2021?,13,11,15,10,13
761,Running Backs 2020-2023,Who led the NFL in rushing yards in 2020?,Derrick Henry,Aaron Jones,Jonathan Taylor,Dalvin Cook,Derrick Henry
762,Running Backs 2020-2023,How many rushing yards did Derrick Henry have in 2020?,"1,540","1,400","1,650","1,300","1,540"
763,Running Backs 2020-2023,Who led the NFL in rushing yards in 2021?,Jonathan Taylor,Derrick Henry,Aaron Jones,Najee Harris,Jonathan Taylor
764,Running Backs 2020-2023,How many rushing yards did Jonathan Taylor have in 2021?,"1,811","1,700","1,900","1,600","1,811"
765,Running Backs 2020-2023,Who led the NFL in rushing yards in 2022?,Jeff Wilson Jr.,Christian McCaffrey,Nick Chubb,Aaron Jones,Jeff Wilson Jr.
766,Running Backs 2020-2023,How many rushing yards did Jeff Wilson Jr. have in 2022?,"1,025",950,"1,100",850,"1,025"
767,Running Backs 2020-2023,Did Rashaad White have a good 2023 season?,Yes,No,Injured,Traded,No
768,Running Backs 2020-2023,Did D'Andre Swift lead the league in rushing yards in 2023?,No,Yes,Second place,Top 5,No
769,Running Backs 2020-2023,Did Derrick Henry play for any other team besides Tennessee?,Yes,No,Later,Different leagues,Yes
770,Running Backs 2020-2023,Which team did Derrick Henry play for?,Los Angeles Rams,Tennessee Titans,Pittsburgh Steelers,Dallas Cowboys,Los Angeles Rams
771,Defensive Backs 2020-2023,Did Jalen Ramsey play for the Rams in 2020?,Yes,No,Traded,Released,Yes
772,Defensive Backs 2020-2023,How many interceptions did Jalen Ramsey have in 2020?,3,2,4,1,3
773,Defensive Backs 2020-2023,Did Sauce Gardner have a strong rookie year?,Yes,No,Decent,Injured,Yes
774,Defensive Backs 2020-2023,When was Sauce Gardner drafted?,2022,2021,2023,2020,2022
775,Defensive Backs 2020-2023,Which team drafted Sauce Gardner?,New York Jets,New York Giants,New England Patriots,Buffalo Bills,New York Jets
776,Defensive Backs 2020-2023,Did Stephon Gilmore win DPOY in 2023?,No,Yes,Runner-up,Not eligible,No
777,Defensive Backs 2020-2023,Did Xavien Howard have a good 2023 season?,Yes,No,Injured,Below average,Yes
778,Defensive Backs 2020-2023,How many interceptions did Xavien Howard have in 2023?,8,6,10,5,8
779,Defensive Backs 2020-2023,Did Darrelle Revis get inducted into the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
780,Defensive Backs 2020-2023,In what year was Darrelle Revis inducted?,2023,2022,2024,2021,2023
781,Defensive Line 2020-2023,Did Aaron Donald play in 2023?,No,Yes,Retired,Released,No
782,Defensive Line 2020-2023,When did Aaron Donald retire?,March 2024,February 2024,January 2024,April 2023,March 2024
783,Defensive Line 2020-2023,How many career sacks does Aaron Donald have?,111,100,120,95,111
784,Defensive Line 2020-2023,How many Pro Bowls did Aaron Donald make?,8,7,9,6,8
785,Defensive Line 2020-2023,How many All-Pro selections did Aaron Donald have?,8,7,9,6,8
786,Defensive Line 2020-2023,Did Chris Jones win DPOY?,No,Yes,Runner-up,Not eligible,No
787,Defensive Line 2020-2023,How many sacks did Chris Jones have in 2023?,10.5,9,12,8,10.5
788,Defensive Line 2020-2023,Did J.J. Watt play in 2023?,No,Yes,Limited,Injured,No
789,Defensive Line 2020-2023,When did J.J. Watt retire?,2023,2022,2024,2021,2023
790,Defensive Line 2020-2023,How many career sacks does J.J. Watt have?,114.5,100,120,110,114.5
791,Linebackers 2020-2023,Did Micah Parsons have a strong rookie season?,Yes,No,Decent,Injured,Yes
792,Linebackers 2020-2023,How many sacks did Micah Parsons have in 2022?,13,12,14,11,13
793,Linebackers 2020-2023,Did Bobby Wagner lead the league in tackles?,Yes,No,Close,Multiple years,No
794,Linebackers 2020-2023,How many tackles did Bobby Wagner have in 2022?,169,150,180,140,169
795,Linebackers 2020-2023,Did Fred Warner have a good 2023 season?,Yes,No,Injured,Below average,Yes
796,Linebackers 2020-2023,How many tackles did Fred Warner have in 2023?,162,150,175,140,162
797,Linebackers 2020-2023,Did Lavonte David win any awards in 2020-2023?,No,Yes,Pro Bowl,All-Pro,No
798,Linebackers 2020-2023,Did Ryan Kerrigan play in 2020-2023?,Yes,No,Limited,Retired,Yes
799,Linebackers 2020-2023,Did Ryan Kerrigan retire after 2023?,Yes,No,2024,Still playing,Yes
800,Linebackers 2020-2023,How many career sacks does Ryan Kerrigan have?,117.5,110,120,105,117.5
801,Special Teams & Kickers 2020-2023,Did Harrison Butker win any awards in 2021-2023?,No,Yes,Pro Bowl,All-Pro,No
802,Special Teams & Kickers 2020-2023,How many field goals did Harrison Butker make in 2022?,33,30,35,28,33
803,Special Teams & Kickers 2020-2023,Did Justin Tucker retire recently?,Yes,No,2022,2024,Yes
804,Special Teams & Kickers 2020-2023,When did Justin Tucker retire?,2023,2022,2024,2021,2023
805,Special Teams & Kickers 2020-2023,How many career field goals did Justin Tucker make?,413,400,425,390,413
806,Special Teams & Kickers 2020-2023,Is Justin Tucker in the Hall of Fame?,No,Yes,Eligible,Retired,No
807,Special Teams & Kickers 2020-2023,Did Matt Gay have a good 2022 season?,Yes,No,Average,Below average,Yes
808,Special Teams & Kickers 2020-2023,How many field goals did Matt Gay make in 2022?,29,27,31,25,29
809,Special Teams & Kickers 2020-2023,Did Greg Joseph win any awards?,No,Yes,Pro Bowl,All-Pro,No
810,Special Teams & Kickers 2020-2023,How many field goals did Greg Joseph make in 2023?,34,32,36,30,34
811,Coaching Changes 2020-2023,Did Bruce Arians coach the Buccaneers in 2020-2021?,Yes,No,Partial,Not entire,Yes
812,Coaching Changes 2020-2023,Did Bruce Arians retire?,Yes,No,Take break,Changed teams,Yes
813,Coaching Changes 2020-2023,Who replaced Bruce Arians?,Todd Bowles,Giff Smith,Byron Leftwich,Kellen Moore,Todd Bowles
814,Coaching Changes 2020-2023,Did Todd Bowles win a Super Bowl?,Yes,No,Later won,Made it,Yes
815,Coaching Changes 2020-2023,Did Sean Payton coach the Broncos?,Yes,No,Later,Not yet,Yes
816,Coaching Changes 2020-2023,In what year did Sean Payton become Broncos coach?,2023,2022,2024,2021,2023
817,Coaching Changes 2020-2023,Did Jeff Saturday coach the Colts?,Yes,No,Interim,Briefly,Yes
818,Coaching Changes 2020-2023,Did the Colts have success under Jeff Saturday?,No,Yes,Minor,Some games,No
819,Coaching Changes 2020-2023,Did Jim Harbaugh coach the Chargers?,Yes,No,Later,Almost,Yes
820,Coaching Changes 2020-2023,In what year did Jim Harbaugh become Chargers coach?,2024,2023,2025,2022,2024
821,Team Turnarounds,Did the Houston Texans have a turnaround in 2023?,Yes,No,Minor,Slight,Yes
822,Team Turnarounds,What was the Houston Texans' record improvement?,From 3-14 to playoff,From 4-13 to 8-9,From 5-12 to 10-7,From 6-11 to 9-8,From 3-14 to playoff
823,Team Turnarounds,Did the Carolina Panthers have a turnaround?,No,Yes,2022,2021,No
824,Team Turnarounds,Did the Jacksonville Jaguars have a turnaround in 2023?,Yes,No,Minor,Slight,Yes
825,Team Turnarounds,Did Doug Pederson coach the Jaguars?,Yes,No,Later,Almost,Yes
826,Team Turnarounds,Did the Jaguars make the playoffs in 2023?,Yes,No,Wild card,Division,Yes
827,Team Turnarounds,Did the Indianapolis Colts improve in 2023?,No,Yes,Minor,Slightly,No
828,Team Turnarounds,Did the Tennessee Titans decline in 2023?,Yes,No,Slightly,Somewhat,Yes
829,Team Turnarounds,Did Mike Vrabel coach the Titans?,Yes,No,Previously,Will coach,Yes
830,Team Turnarounds,Did the Titans make the playoffs in 2023?,No,Yes,Wild card,Close,No
831,Comebacks & Close Games,Did the Chiefs have a comeback in Super Bowl LIV?,Yes,No,Led entire,Close,Yes
832,Comebacks & Close Games,How many points behind were the Chiefs at one point?,10,14,7,20,10
833,Comebacks & Close Games,Did the Buccaneers dominate in Super Bowl LV?,Yes,No,Close game,Tied,Yes
834,Comebacks & Close Games,Was Super Bowl LVI close?,Yes,No,Very close,Blowout,Yes
835,Comebacks & Close Games,Did the Rams win Super Bowl LVI at home?,Yes,No,Neutral,Enemy territory,Yes
836,Comebacks & Close Games,Was Super Bowl LVII close?,Yes,No,Very close,Blowout,Yes
837,Comebacks & Close Games,Did the Eagles lead in Super Bowl LVII?,Yes,No,Tied,Not for long,Yes
838,Comebacks & Close Games,Was Super Bowl LVIII close?,Yes,No,Very close,Blowout,Yes
839,Comebacks & Close Games,Did the 49ers lead in the 4th quarter of Super Bowl LVIII?,Yes,No,Early 4th,Late 4th,Yes
840,Comebacks & Close Games,How many field goals did the game go to in Super Bowl LVIII?,2,1,3,None,2
841,Record Breaking Performances,Did Aaron Rodgers break a TD-to-INT record in 2020?,Yes,No,Tied,Close,Yes
842,Record Breaking Performances,What was Aaron Rodgers' TD to INT ratio in 2020?,48:5,45:5,50:5,40:5,48:5
843,Record Breaking Performances,Did Tom Brady break a passing yards record in 2021?,Yes,No,Tied,Close,Yes
844,Record Breaking Performances,Did Christian McCaffrey break a receiving record for RBs?,Yes,No,Tied,Close,Yes
845,Record Breaking Performances,How many receptions did Christian McCaffrey have in 2023?,80+,70+,90+,60+,80+
846,Record Breaking Performances,Did Tyreek Hill break any records with Miami?,Yes,No,Tied,Close,Yes
847,Record Breaking Performances,"Did Davante Adams have back-to-back 1,500+ yard seasons?",Yes,No,One year,Close,Yes
848,Record Breaking Performances,Did Cooper Kupp have a historic season in 2021?,Yes,No,Decent,Average,Yes
849,Record Breaking Performances,Did Jonathan Taylor break any rushing records in 2021?,Yes,No,Tied,Close,Yes
850,Record Breaking Performances,"Did Derrick Henry have 1,500+ rushing yards in 2020?",Yes,No,"1,450","1,400",Yes
851,Playoff History 2020-2023,Did the Buccaneers win the NFC South in 2020?,Yes,No,Wild card,Missed,Yes
852,Playoff History 2020-2023,Did the Buccaneers play as a wild card in 2020?,No,Yes,Division winner,1 seed,No
853,Playoff History 2020-2023,Did the Packers win the NFC North in 2020?,Yes,No,Wild card,Missed,Yes
854,Playoff History 2020-2023,Did the Ravens win the AFC North in 2021?,No,Yes,Wild card,Missed,No
855,Playoff History 2020-2023,Did the Steelers win the AFC North in 2021?,Yes,No,Wild card,Missed,Yes
856,Playoff History 2020-2023,Did the Cowboys win the NFC East in 2022?,No,Yes,Wild card,Missed,No
857,Playoff History 2020-2023,Did the Eagles win the NFC East in 2022?,Yes,No,Wild card,Missed,Yes
858,Playoff History 2020-2023,Did the 49ers win the NFC West in 2023?,Yes,No,Wild card,Missed,Yes
859,Playoff History 2020-2023,Did the Lions win the NFC North in 2023?,Yes,No,Wild card,Missed,Yes
860,Playoff History 2020-2023,Did the Ravens make the playoffs in 2023?,Yes,No,Wild card,Missed,Yes
862,Performance Metrics 2020-2023,Did the Pittsburgh Steelers have the top defense in 2020?,Yes,No,Second,Top 3,Yes
870,Performance Metrics 2020-2023,Did any team have both top offense and defense?,Yes,No,Once,Multiple times,Yes
871,Unanimous Picks & MVPs,Was Lamar Jackson a unanimous MVP in 2019?,Yes,No,Nearly,Close,Yes
872,Unanimous Picks & MVPs,Was Aaron Rodgers unanimous MVP in 2020?,No,Yes,Nearly,Close,No
873,Unanimous Picks & MVPs,Was Tom Brady unanimous MVP in 2021?,No,Yes,Nearly,Close,No
874,Unanimous Picks & MVPs,Was Patrick Mahomes unanimous MVP in 2022?,No,Yes,Nearly,Close,No
875,Unanimous Picks & MVPs,Was Lamar Jackson nearly unanimous in 2023?,Yes,No,One vote,Tied,Yes
876,Unanimous Picks & MVPs,How many MVP votes did Lamar Jackson get in 2023?,49 of 50,48 of 50,50 of 50,47 of 50,49 of 50
877,Unanimous Picks & MVPs,Did Josh Allen ever win MVP?,No,Yes,2019,2023,No
878,Unanimous Picks & MVPs,Did Jalen Hurts ever win MVP?,No,Yes,2022,Close,No
879,Unanimous Picks & MVPs,Has any QB won back-to-back MVPs recently?,No,Yes,Different positions,Rare,No
880,Unanimous Picks & MVPs,Did Lamar Jackson win back-to-back MVPs?,No,Yes,2019 & 2024,Different years,No
881,Injury-Impacted Seasons,Did Chris Carson miss significant time?,Yes,No,One game,Minor,Yes
882,Injury-Impacted Seasons,Did Raheem Mostert have injury issues?,Yes,No,Missed one game,Minor,Yes
883,Injury-Impacted Seasons,Did Elijah Mitchell have injury problems?,Yes,No,One year,Minor,Yes
884,Injury-Impacted Seasons,Did Alvin Kamara stay healthy?,No,Yes,Missed games,Mostly,No
885,Injury-Impacted Seasons,Did Chris Godwin return from injury?,Yes,No,Partially,Late season,Yes
886,Injury-Impacted Seasons,Did Rob Gronkowski recover from injury?,Yes,No,Partially,Not completely,Yes
887,Injury-Impacted Seasons,Did Deshaun Watson miss games?,Yes,No,Started late,Suspended,Yes
888,Injury-Impacted Seasons,Did Tua Tagovailoa have injury issues?,Yes,No,One game,Minor,Yes
889,Injury-Impacted Seasons,Did Josh Allen stay healthy?,Yes,No,Minor issues,Some games,Yes
890,Injury-Impacted Seasons,Did Patrick Mahomes play most games?,Yes,No,Missed few,Minor issues,Yes
891,Notable Transactions & Signings,Did Odell Beckham Jr. sign with the Rams?,Yes,No,Traded,Drafted,Yes
892,Notable Transactions & Signings,In what year did OBJ sign with the Rams?,2021,2020,2022,2023,2021
893,Notable Transactions & Signings,Did Antonio Brown play for Tampa Bay?,Yes,No,Briefly,Didn't sign,Yes
894,Notable Transactions & Signings,Did Antonio Brown finish the 2020 season?,No,Yes,Mid-game quit,Released,No
895,Notable Transactions & Signings,Did Leonard Fournette sign with the Buccaneers?,Yes,No,Traded,Drafted,Yes
896,Notable Transactions & Signings,Did Leonard Fournette score in the Super Bowl?,Yes,No,Multiple,One TD,Yes
897,Notable Transactions & Signings,Did Jarrett Stidham play for the Patriots?,Yes,No,Briefly,Didn't sign,Yes
898,Notable Transactions & Signings,Did Trey Lance get traded?,Yes,No,Multiple times,Once,Yes
899,Notable Transactions & Signings,Did the 49ers acquire Elijah Mitchell?,Yes,No,Traded for,Draft,Yes
900,Notable Transactions & Signings,Did the Eagles add aggressive trades in 2023?,No,Yes,One trade,Minor,No
